,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries
552,32205,2,36,2,1,0,0,0,6,2,0,1,0,4,2,0,1,0,100000,0,2.0
3414,49537,1,29,0,0,0,1,0,7,2,0,3,0,2,1,0,3,0,50000,0,2.0
222,23425,1,21,1,0,0,4,0,28,1,0,1,0,1,2,0,0,0,100000,0,3.0
1382,19837,3,58,1,0,0,0,0,9,1,1,3,0,3,1,0,0,0,25000,0,2.0
1096,13993,1,78,1,1,0,4,0,12,0,1,3,0,1,1,0,3,0,25000,0,0.0
3180,21515,0,58,1,1,0,3,0,26,1,1,4,0,4,2,0,2,0,100000,0,2.0
8,18931,1,61,0,1,0,3,0,18,2,0,4,1,2,0,0,0,0,25000,0,0.0
634,18771,1,35,2,0,0,4,0,27,0,1,3,0,2,1,0,3,0,25000,0,2.0
316,46159,0,57,1,1,0,3,0,26,0,0,1,1,0,1,0,2,0,50000,0,3.0
1328,19193,1,26,1,1,0,4,0,13,1,0,2,0,0,2,0,2,0,25000,0,1.0
427,37930,3,50,0,1,0,4,0,6,0,0,1,0,2,0,0,1,0,100000,0,1.0
2025,43891,2,43,0,1,0,1,0,16,2,1,1,1,1,2,0,1,0,50000,0,2.0
105,22899,1,50,2,1,0,2,0,24,1,0,2,0,1,0,0,0,0,25000,0,1.0
2752,45255,0,36,2,1,0,0,0,18,1,0,4,0,3,1,0,3,0,50000,0,2.0
142,32597,1,77,0,1,0,1,0,24,0,1,2,0,4,0,0,3,0,50000,0,2.0
121,801,2,44,2,0,0,1,0,1,1,1,3,0,1,2,0,3,0,100000,0,2.0
1965,24406,3,38,0,1,0,0,0,8,0,0,1,1,4,0,0,0,0,25000,0,0.0
2898,15135,2,77,2,1,0,0,0,15,1,0,4,0,0,0,0,3,0,25000,0,3.0
3513,13572,2,20,0,1,0,0,0,11,2,0,3,0,0,1,0,0,0,50000,0,1.0
1189,31430,1,58,1,0,0,4,0,2,2,0,1,1,0,0,0,0,0,100000,0,0.0
2419,16466,1,58,0,1,0,0,0,25,0,1,4,0,4,0,0,1,0,50000,0,2.0
3182,31336,2,55,0,0,0,0,0,3,2,0,3,1,0,0,0,2,0,100000,0,1.0
3481,26381,1,29,0,1,0,1,0,2,2,1,1,0,4,2,0,1,0,50000,0,0.0
1689,31481,2,27,1,1,0,3,0,28,1,0,1,0,3,0,0,3,0,50000,0,1.0
115,40947,1,38,0,1,0,4,0,25,1,1,2,0,4,1,0,3,0,100000,0,1.0
2092,35320,1,69,0,1,0,3,0,10,0,0,3,0,2,2,0,0,0,50000,0,3.0
3268,4923,1,40,0,1,0,1,0,25,1,0,2,0,4,1,0,1,0,100000,0,0.0
2686,9769,3,76,2,1,0,2,0,5,0,0,2,0,1,2,0,1,0,25000,0,2.0
2627,21529,2,69,2,0,0,1,0,5,1,0,2,0,2,1,0,1,0,50000,0,2.0
3429,36239,3,21,0,1,0,0,0,16,2,0,3,0,0,1,0,0,0,50000,0,2.0
2561,12470,2,33,0,1,0,1,0,17,2,0,4,1,4,2,0,0,0,100000,0,3.0
3614,16506,1,74,1,1,0,4,0,15,2,0,4,0,4,2,0,3,0,50000,0,1.0
3117,37201,2,23,0,1,0,1,0,1,0,1,3,0,1,1,0,3,0,50000,0,3.0
3213,33505,1,67,2,1,0,2,0,5,0,1,4,1,4,0,0,3,0,100000,0,1.0
672,17843,2,64,0,0,0,1,0,22,2,0,1,0,2,0,0,0,0,50000,0,3.0
3394,42755,3,58,2,1,0,2,0,2,1,0,3,0,2,0,0,2,0,50000,0,2.0
91,38691,0,48,1,1,0,1,0,26,0,0,2,0,1,1,0,1,0,100000,0,2.0
1109,35282,3,24,2,0,0,3,0,8,1,1,2,0,1,2,0,2,0,50000,0,2.0
2170,44801,3,50,2,0,0,4,0,7,1,0,2,0,3,0,0,0,0,100000,0,2.0
591,27185,1,64,2,0,0,1,0,1,0,0,1,0,2,1,0,2,0,100000,0,1.0
3666,17456,0,19,0,0,0,4,0,20,0,1,4,1,2,0,0,3,0,100000,0,1.0
3416,12622,3,50,1,1,0,2,0,12,1,0,3,1,4,2,0,2,0,50000,0,2.0
3271,43379,2,69,1,0,0,2,0,8,1,0,1,0,4,1,0,0,0,25000,0,2.0
888,29801,0,32,2,1,0,3,0,17,1,0,4,1,3,2,0,0,0,25000,0,1.0
2426,41683,2,43,2,1,0,2,0,11,2,1,2,0,0,0,0,0,0,25000,0,2.0
2251,30813,0,25,2,1,0,3,0,9,0,0,1,0,1,2,0,0,0,25000,0,2.0
1576,14770,2,42,1,1,0,2,0,13,0,0,4,0,4,2,0,3,0,50000,0,2.0
2392,44562,0,47,0,0,0,0,0,2,2,0,4,0,4,0,0,2,0,50000,0,2.0
1714,23748,3,67,0,1,0,2,0,27,1,1,2,0,3,1,0,2,0,50000,0,0.0
213,47459,1,44,2,1,0,4,0,29,0,0,4,1,2,2,0,0,0,100000,0,3.0
778,31963,1,32,1,0,0,0,0,23,2,1,1,0,2,1,0,3,0,25000,0,1.0
2636,42321,3,37,0,0,0,4,0,5,1,1,4,0,1,1,0,1,0,25000,0,2.0
1448,29820,0,25,0,1,0,1,0,23,2,1,4,0,4,0,0,1,0,50000,0,2.0
2273,48787,3,64,2,1,0,4,0,27,2,0,2,0,1,1,0,3,0,50000,0,2.0
800,12678,2,24,1,1,0,1,0,27,1,0,4,0,3,0,0,1,0,25000,0,3.0
3030,18429,2,74,0,1,0,1,0,23,2,0,2,1,2,1,0,0,0,50000,0,0.0
2299,41208,2,76,0,1,0,4,0,4,0,0,1,0,2,0,0,0,0,25000,0,1.0
2176,47306,1,40,1,0,0,0,0,14,2,0,4,1,2,0,0,3,0,25000,0,3.0
1567,15034,2,56,1,1,0,0,0,8,1,0,4,1,2,1,0,2,0,100000,0,2.0
2794,32855,3,67,0,0,0,1,0,29,0,1,4,0,2,1,0,0,0,25000,0,1.0
3262,9233,3,36,1,1,0,3,0,3,2,1,2,0,2,0,0,0,0,100000,0,1.0
1518,24044,0,54,1,1,0,0,0,25,2,0,1,0,4,1,0,0,0,25000,0,1.0
2168,27886,1,30,2,1,0,2,0,14,2,1,1,1,4,0,0,2,0,100000,0,2.0
3321,2279,2,54,1,1,0,0,0,26,0,0,2,1,0,1,0,2,0,100000,0,3.0
1343,31154,2,31,1,1,0,1,0,11,0,0,2,0,1,0,0,3,0,25000,0,2.0
273,39310,0,79,1,1,0,3,0,13,2,1,3,1,4,1,0,1,0,100000,0,1.0
1812,23685,3,52,2,1,0,3,0,21,2,0,3,0,2,1,0,0,0,100000,0,3.0
71,33470,2,69,2,0,0,0,0,21,1,0,1,0,0,1,0,2,0,50000,0,1.0
720,28880,2,43,0,1,0,1,0,8,0,0,2,1,2,1,0,1,0,25000,0,2.0
1740,26000,3,59,1,1,0,3,0,5,1,0,1,1,3,0,0,1,0,100000,0,3.0
1087,18784,1,43,1,1,0,2,0,29,1,1,3,1,4,0,0,0,0,100000,0,2.0
394,6288,3,27,0,0,0,2,0,10,0,0,2,1,4,0,0,3,0,50000,0,2.0
583,41470,1,24,0,1,0,3,0,2,0,1,4,0,0,2,0,0,0,50000,0,2.0
3557,47261,2,49,2,0,0,2,0,21,2,0,4,0,1,0,0,2,0,50000,0,2.0
2484,38282,1,50,1,1,0,0,0,25,1,0,1,1,0,1,0,3,0,100000,0,1.0
2474,18196,2,37,0,1,0,1,0,3,2,0,3,0,2,2,0,1,0,25000,0,1.0
500,17529,3,21,1,1,0,1,0,14,2,1,1,1,1,2,0,1,0,50000,0,1.0
2490,21792,2,61,0,0,0,2,0,21,1,0,1,1,2,1,0,3,0,100000,0,0.0
2899,41343,1,21,0,1,0,1,0,29,0,0,3,0,4,0,0,1,0,50000,0,2.0
2884,37091,2,27,2,1,0,0,0,16,1,1,1,1,1,1,0,3,0,25000,0,1.0
3652,36224,3,69,2,0,0,2,0,11,0,1,4,0,0,0,0,2,0,50000,0,1.0
3360,8669,0,53,1,1,0,2,0,11,0,1,3,0,3,1,0,1,0,25000,0,2.0
2415,20378,1,21,0,1,0,2,0,10,0,0,2,0,0,0,0,1,0,50000,0,2.0
3558,46719,3,59,2,1,0,2,0,12,1,1,2,0,1,2,0,2,0,100000,0,1.0
1763,23908,1,74,2,0,0,1,0,29,2,1,2,1,3,2,0,3,0,50000,0,1.0
3136,44178,0,71,2,1,0,4,0,7,2,0,4,1,2,0,0,3,0,50000,0,1.0
1259,37965,3,22,0,1,0,4,0,11,2,0,1,0,0,1,0,0,0,100000,0,3.0
3007,11682,2,43,1,1,0,4,0,20,2,1,4,1,0,1,0,1,0,50000,0,1.0
3565,49280,3,55,0,0,0,4,0,4,1,0,4,1,2,1,0,3,0,50000,0,3.0
2321,4542,2,79,1,1,0,1,0,22,2,1,3,0,4,2,0,2,0,100000,0,2.0
205,18455,3,57,2,1,0,0,0,8,0,0,1,0,1,0,0,2,0,25000,0,1.0
733,26463,1,55,2,1,0,2,0,24,1,0,4,1,3,0,0,3,0,100000,0,1.0
1176,25650,1,55,0,1,0,0,0,14,0,0,1,0,0,0,0,0,0,100000,0,3.0
526,36908,2,36,0,1,0,2,0,20,1,1,3,1,4,2,0,0,0,50000,0,2.0
2882,31585,2,46,1,1,0,2,0,14,1,0,3,0,2,1,0,1,0,100000,0,3.0
915,9234,0,50,2,0,0,0,0,9,2,0,4,1,0,2,0,1,0,50000,0,3.0
898,18326,0,66,2,1,0,0,0,8,2,0,4,0,2,2,0,2,0,100000,0,1.0
377,8662,3,67,0,0,0,2,0,11,2,1,1,0,4,0,0,1,0,100000,0,1.0
2577,10447,0,45,0,1,0,2,0,22,2,0,3,1,1,2,0,2,0,25000,0,3.0
1559,33098,0,44,0,1,0,0,0,17,2,0,3,0,4,2,0,1,0,50000,0,2.0
2314,37871,0,68,2,1,0,0,0,17,1,0,4,1,1,2,0,3,0,50000,0,3.0
3285,2270,2,53,2,1,0,3,0,27,2,0,4,0,0,2,0,0,0,25000,0,0.0
348,12113,3,26,0,1,0,3,0,24,2,0,3,0,2,1,0,0,0,25000,0,2.0
386,19020,2,35,2,0,0,0,0,28,0,1,3,0,2,0,0,1,0,50000,0,0.0
198,23632,1,27,0,1,0,0,0,28,1,0,3,0,4,1,0,1,0,50000,0,1.0
3596,43486,3,27,2,1,0,4,0,4,2,0,1,1,4,2,0,0,0,50000,0,2.0
1709,11126,0,22,1,0,0,3,0,11,2,1,3,1,1,1,0,2,0,50000,0,3.0
1050,18813,1,56,0,1,0,0,0,28,2,0,3,0,0,2,0,2,0,50000,0,1.0
590,11862,0,22,1,0,0,1,0,21,2,1,2,1,2,0,0,2,0,50000,0,1.0
519,10150,1,42,2,1,0,4,0,15,1,0,1,0,1,1,0,0,0,50000,0,2.0
2477,15245,2,53,2,1,0,4,0,20,2,0,2,0,4,2,0,1,0,50000,0,2.0
1628,46314,3,39,1,1,0,4,0,27,1,0,2,1,3,0,0,0,0,100000,0,2.0
2971,45421,0,27,0,1,0,4,0,24,0,0,1,0,4,1,0,2,0,50000,0,3.0
2499,15178,3,65,1,1,0,4,0,20,2,0,2,0,3,1,0,1,0,50000,0,1.0
429,32380,2,22,0,1,0,4,0,20,1,0,2,1,1,0,0,0,0,50000,0,1.0
1083,30768,1,51,0,1,0,2,0,27,2,1,4,1,3,0,0,0,0,50000,0,3.0
2171,49876,3,25,1,0,0,0,0,11,2,0,3,1,2,2,0,0,0,100000,0,2.0
2013,6092,2,34,2,0,0,2,0,23,0,0,3,1,3,0,0,3,0,100000,0,2.0
207,23690,1,23,2,1,0,0,0,7,0,0,1,0,0,0,0,1,0,50000,0,0.0
491,30475,3,29,2,1,0,0,0,27,1,0,4,0,4,1,0,2,0,25000,0,2.0
2293,5560,0,40,1,0,0,2,0,12,0,1,3,1,0,1,0,0,0,50000,0,2.0
1809,4734,2,55,0,0,0,4,0,2,2,0,3,1,1,1,0,2,0,100000,0,3.0
2090,5168,3,79,0,1,0,2,0,29,2,0,1,0,1,1,0,2,0,50000,0,1.0
3568,3690,3,54,2,0,0,0,0,24,1,1,3,1,4,0,0,0,0,50000,0,3.0
792,29665,1,36,2,1,0,0,0,28,1,0,3,0,3,1,0,3,0,50000,0,0.0
3045,20367,0,33,0,0,0,2,0,3,0,0,1,0,2,1,0,1,0,50000,0,1.0
2582,11285,0,35,0,0,0,0,0,8,0,0,4,0,1,1,0,2,0,100000,0,1.0
1186,32720,1,27,2,1,0,1,0,3,2,0,4,0,4,0,0,0,0,100000,0,1.0
1980,33454,1,57,2,1,0,2,0,15,0,0,2,0,0,0,0,3,0,25000,0,1.0
1185,24717,3,42,0,1,0,3,0,13,1,0,4,1,0,1,0,2,0,25000,0,3.0
1550,33896,2,48,0,1,0,0,0,17,2,0,4,1,1,0,0,2,0,50000,0,2.0
2673,44743,2,27,2,1,0,2,0,25,1,0,1,1,0,2,0,1,0,25000,0,2.0
1915,30004,1,24,2,1,0,4,0,5,2,0,3,0,0,1,0,3,0,50000,0,0.0
2610,34659,1,77,2,1,0,1,0,26,0,0,2,0,3,1,0,0,0,25000,0,1.0
2732,49139,3,20,0,1,0,2,0,8,1,0,1,1,3,1,0,0,0,25000,0,2.0
1530,28747,3,30,0,1,0,4,0,27,2,0,4,0,0,0,0,2,0,25000,0,1.0
1410,32421,1,28,0,1,0,1,0,9,1,0,2,1,3,0,0,2,0,50000,0,3.0
1476,48158,0,61,1,1,0,3,0,27,1,0,1,0,2,2,0,3,0,25000,0,1.0
2699,8820,0,27,0,1,0,1,0,29,1,1,2,1,0,0,0,2,0,100000,0,2.0
3373,36429,2,58,2,1,0,1,0,2,2,0,4,1,3,1,0,3,0,100000,0,1.0
1797,5626,0,30,1,1,0,1,0,7,2,0,3,0,4,1,0,1,0,25000,0,3.0
83,11611,0,55,1,1,0,3,0,5,1,0,1,0,4,1,0,1,0,100000,0,1.0
1978,21027,3,64,2,1,0,2,0,6,1,0,4,0,1,0,0,2,0,100000,0,2.0
2894,12976,2,75,2,1,0,1,0,16,1,1,3,0,0,2,0,3,0,50000,0,2.0
1999,20442,2,22,2,0,0,3,0,4,2,0,3,0,3,1,0,2,0,25000,0,2.0
2726,43694,0,44,1,1,0,3,0,23,0,0,4,0,2,0,0,3,0,100000,0,3.0
20,1521,3,64,1,0,0,2,0,11,1,0,3,0,2,0,0,2,0,100000,0,2.0
3622,37875,2,72,2,0,0,4,0,28,0,0,1,0,1,0,0,2,0,25000,0,0.0
1627,5269,1,60,0,1,0,2,0,19,1,0,4,1,3,0,0,2,0,50000,0,1.0
2178,32480,1,71,2,1,0,0,0,25,1,0,4,0,3,2,0,0,0,25000,0,3.0
3273,43920,1,49,2,1,0,0,0,28,1,0,3,0,1,0,0,2,0,50000,0,3.0
1405,46632,0,42,1,0,0,3,0,2,1,0,2,1,3,2,0,3,0,100000,0,2.0
2442,30331,2,27,1,0,0,3,0,22,1,1,2,1,4,2,0,3,0,50000,0,1.0
1730,41097,3,47,1,1,0,0,0,29,1,0,1,0,4,1,0,0,0,100000,0,1.0
1562,9756,0,30,1,1,0,3,0,7,2,0,1,1,2,1,0,3,0,50000,0,1.0
3667,45548,2,18,1,1,0,0,0,24,0,0,2,1,1,2,0,2,0,100000,0,0.0
3331,30325,1,57,0,0,0,3,0,8,2,1,1,0,0,0,0,2,0,100000,0,2.0
2441,29622,2,55,1,0,0,0,0,5,2,0,2,1,2,0,0,0,0,100000,0,1.0
973,25931,0,71,0,1,0,4,0,13,0,0,3,0,0,2,0,1,0,100000,0,3.0
1710,35261,0,67,2,0,0,4,0,13,0,0,1,0,0,1,0,0,0,25000,0,3.0
3420,46814,3,79,0,0,0,4,0,25,0,0,1,0,3,1,0,2,0,100000,0,1.0
2403,29426,3,70,1,1,0,1,0,3,2,0,3,0,3,0,0,1,0,50000,0,2.0
883,45343,1,40,1,0,0,0,0,13,1,0,3,0,1,1,0,0,0,25000,0,1.0
1098,8210,2,65,0,1,0,1,0,17,1,0,2,0,4,0,0,2,0,100000,0,0.0
156,32717,2,66,2,1,0,4,0,15,2,0,3,1,1,0,0,0,0,100000,0,2.0
2787,20545,3,72,2,1,0,2,0,24,2,0,3,0,4,2,0,3,0,50000,0,2.0
886,40391,2,49,1,1,0,3,0,29,1,0,2,0,0,1,0,0,0,100000,0,0.0
3676,16975,0,33,1,1,0,0,0,24,1,0,3,1,2,2,0,0,0,100000,0,3.0
2228,14361,1,31,2,1,0,2,0,29,1,0,3,0,4,2,0,3,0,50000,0,3.0
1512,43065,1,70,0,0,0,0,0,25,0,0,4,0,3,0,0,3,0,100000,0,2.0
3028,43407,3,25,1,1,0,4,0,2,1,0,1,0,4,1,0,0,0,100000,0,3.0
3048,49739,2,65,1,0,0,4,0,19,1,0,4,0,3,1,0,2,0,100000,0,2.0
3486,6109,0,27,2,0,0,1,0,1,2,0,4,0,2,0,0,3,0,100000,0,3.0
3539,34047,3,72,2,1,0,3,0,15,0,0,4,1,2,2,0,0,0,100000,0,3.0
2375,32657,2,29,2,1,0,4,0,10,0,0,1,0,1,0,0,0,0,25000,0,2.0
737,15782,2,50,0,0,0,1,0,22,0,1,3,0,1,0,0,3,0,25000,0,1.0
1453,18656,0,64,2,1,0,2,0,20,1,0,1,0,4,1,0,1,0,25000,0,2.0
1505,31933,1,47,2,1,0,1,0,5,2,1,3,1,0,1,0,3,0,50000,0,2.0
2256,46750,3,66,0,1,0,4,0,2,2,0,2,0,3,1,0,1,0,25000,0,2.0
2663,6891,3,44,2,0,0,4,0,13,2,0,1,0,4,2,0,1,0,100000,0,2.0
3246,18048,3,48,1,1,0,2,0,5,0,0,4,0,3,1,0,2,0,50000,0,1.0
458,24070,3,42,0,1,0,4,0,16,1,0,1,0,3,0,0,0,0,25000,0,0.0
2414,8846,1,74,1,1,0,3,0,11,0,0,2,1,1,0,0,1,0,100000,0,3.0
1951,25185,1,26,2,1,0,2,0,9,2,0,1,0,4,1,0,3,0,100000,0,1.0
78,26870,2,34,1,0,0,3,0,15,2,1,1,1,3,0,0,1,0,100000,0,1.0
3570,32625,0,74,0,0,0,3,0,23,1,0,2,1,1,1,0,0,0,50000,0,1.0
2548,17432,0,29,1,1,0,4,0,4,0,0,3,0,2,1,0,2,0,50000,0,3.0
1056,28266,0,26,2,0,0,3,0,19,0,1,1,0,3,0,0,0,0,50000,0,3.0
906,6156,2,24,2,0,0,1,0,9,2,0,1,0,0,2,0,2,0,100000,0,1.0
2211,28810,0,56,0,1,0,0,0,26,1,0,1,1,3,0,0,3,0,100000,0,2.0
2717,27155,0,20,2,1,0,4,0,4,2,0,2,0,2,1,0,2,0,50000,0,1.0
947,25976,2,39,0,0,0,2,0,21,1,0,3,1,1,2,0,2,0,50000,0,1.0
3094,12475,2,46,0,1,0,0,0,23,2,1,3,0,1,0,0,3,0,50000,0,1.0
2460,2531,3,35,0,0,0,2,0,20,1,0,1,1,1,2,0,0,0,100000,0,0.0
715,33782,2,31,2,0,0,4,0,3,0,0,2,1,3,0,0,3,0,25000,0,1.0
2567,4739,1,48,2,0,0,3,0,4,0,0,1,0,3,1,0,3,0,50000,0,2.0
686,29509,1,47,1,0,0,3,0,7,1,0,3,0,2,2,0,2,0,25000,0,1.0
3140,49042,2,29,2,1,0,2,0,19,0,1,2,1,2,2,0,3,0,50000,0,2.0
2721,3674,1,33,0,1,0,4,0,18,1,0,2,1,0,0,0,0,0,25000,0,3.0
3647,34826,1,49,2,1,0,1,0,14,2,1,3,1,4,0,0,2,0,50000,0,2.0
885,3583,1,66,0,0,0,0,0,28,1,1,2,0,2,1,0,1,0,50000,0,2.0
917,13177,1,61,2,1,0,0,0,20,2,0,3,1,4,2,0,1,0,50000,0,1.0
2271,22556,3,54,2,1,0,0,0,20,1,0,4,0,1,0,0,1,0,100000,0,1.0
3266,9990,2,44,1,1,0,0,0,14,2,0,2,0,3,0,0,1,0,100000,0,3.0
1265,45102,2,49,1,1,0,0,0,25,2,0,2,1,0,1,0,2,0,100000,0,0.0
483,20579,1,62,0,1,0,3,0,19,0,0,2,1,0,2,0,1,0,50000,0,2.0
2765,1286,1,73,0,0,0,4,0,10,2,1,1,1,3,1,0,0,0,100000,0,2.0
3181,10083,2,34,1,1,0,4,0,15,1,0,3,0,3,1,0,0,0,25000,0,1.0
277,35461,2,20,1,1,0,0,0,27,2,0,3,0,4,1,0,2,0,100000,0,1.0
988,28770,1,32,0,1,0,1,0,6,1,1,4,0,1,2,0,1,0,100000,0,3.0
1245,24870,3,38,2,1,0,3,0,13,1,1,2,0,2,0,0,0,0,100000,0,2.0
571,44960,3,74,2,1,0,0,0,14,2,0,3,1,3,0,0,3,0,25000,0,1.0
1435,40390,0,62,1,0,0,4,0,9,1,0,2,1,2,0,0,3,0,25000,0,2.0
993,26689,2,33,0,1,0,1,0,29,0,0,2,1,2,1,0,2,0,100000,0,3.0
2111,20642,2,33,0,1,0,3,0,15,0,0,2,0,4,1,0,3,0,100000,0,2.0
2083,25964,1,18,1,0,0,3,0,2,2,0,4,1,4,0,0,0,0,25000,0,2.0
585,27876,1,67,0,1,0,4,0,27,0,0,3,1,4,2,0,2,0,100000,0,2.0
1349,19718,0,28,2,1,0,1,0,26,0,0,1,0,4,0,0,1,0,25000,0,2.0
1007,2961,0,20,0,0,0,1,0,17,0,0,2,0,0,1,0,0,0,50000,0,1.0
674,42152,3,36,1,0,0,0,0,19,2,1,2,1,0,1,0,3,0,25000,0,3.0
447,46663,3,69,0,1,0,3,0,29,1,0,3,0,1,2,0,2,0,25000,0,3.0
2099,6578,2,78,0,1,0,0,0,10,1,0,2,1,2,2,0,1,0,100000,0,2.0
2768,39262,1,31,2,0,0,1,0,25,1,1,1,1,3,2,0,0,0,50000,0,1.0
2064,8502,0,19,1,1,0,0,0,27,0,0,4,1,3,1,0,2,0,50000,0,1.0
2916,6015,3,60,0,1,0,2,0,4,0,0,2,0,3,0,0,0,0,100000,0,1.0
2307,1435,1,28,2,1,0,1,0,4,1,0,2,1,3,0,0,2,0,25000,0,2.0
1690,38205,2,23,0,1,0,2,0,8,0,0,2,0,0,2,0,2,0,100000,0,2.0
3188,30083,3,56,0,1,0,4,0,10,2,1,3,1,3,0,0,2,0,100000,0,1.0
1247,18730,0,38,2,1,0,4,0,27,0,0,2,0,1,2,0,3,0,25000,0,2.0
1985,1752,1,38,2,0,0,0,0,2,2,0,3,0,2,0,0,0,0,25000,0,0.0
294,43283,0,22,2,1,0,2,0,16,2,0,4,1,2,2,0,1,0,50000,0,1.0
1547,25742,3,40,2,0,0,0,0,13,1,0,3,0,2,2,0,0,0,100000,0,1.0
2012,41615,0,29,1,1,0,3,0,22,1,0,2,0,1,2,0,2,0,25000,0,2.0
588,7714,2,36,2,1,0,4,0,4,0,0,2,0,4,1,0,2,0,50000,0,3.0
2825,40252,0,70,0,1,0,3,0,25,2,1,4,1,3,0,0,0,0,25000,0,1.0
425,2145,2,20,1,0,0,1,0,27,0,0,2,1,0,1,0,0,0,50000,0,3.0
1054,15037,0,35,0,1,0,0,0,2,0,0,1,0,4,2,0,0,0,100000,0,1.0
3479,31282,1,23,2,1,0,2,0,20,2,0,1,1,0,2,0,1,0,50000,0,2.0
556,15729,2,77,1,1,0,4,0,5,2,1,2,0,0,0,0,0,0,100000,0,2.0
2382,36858,1,72,0,1,0,3,0,9,0,1,3,0,1,0,0,2,0,100000,0,2.0
3260,38945,3,49,2,1,0,4,0,25,2,0,4,0,1,0,0,0,0,100000,0,1.0
3257,27311,0,38,0,1,0,2,0,26,0,0,4,0,3,0,0,3,0,25000,0,2.0
2496,41234,1,41,0,1,0,4,0,16,2,1,2,1,4,2,0,0,0,100000,0,2.0
1193,1087,0,67,0,1,0,0,0,20,2,0,1,1,2,2,0,0,0,25000,0,2.0
1716,24670,2,50,0,0,0,3,0,23,2,0,2,0,0,0,0,1,0,25000,0,1.0
2503,8719,2,57,0,1,0,0,0,9,2,0,1,0,2,0,0,0,0,100000,0,2.0
3317,15628,0,55,0,0,0,3,0,20,0,0,3,0,4,1,0,2,0,100000,0,2.0
2266,33565,3,73,1,0,0,1,0,24,1,0,3,0,4,2,0,2,0,50000,0,2.0
1285,20039,2,76,2,1,0,1,0,16,1,1,3,1,1,2,0,1,0,50000,0,3.0
2298,37919,1,68,0,0,0,0,0,4,1,1,3,1,2,0,0,0,0,25000,0,1.0
2323,3075,2,73,0,1,0,4,0,7,1,0,2,1,1,2,0,0,0,50000,0,3.0
2943,39198,2,65,0,0,0,3,0,17,0,0,1,1,3,1,0,2,0,100000,0,2.0
2087,10877,3,58,1,1,0,1,0,15,1,0,3,1,2,2,0,1,0,100000,0,2.0
1889,11198,2,78,1,1,0,0,0,17,0,0,4,0,1,2,0,2,0,25000,0,1.0
1591,20966,2,26,2,1,0,4,0,2,0,1,3,0,3,1,0,3,0,100000,0,1.0
3245,34828,2,74,1,1,0,0,0,27,0,0,1,0,4,0,0,1,0,50000,0,2.0
3091,35432,3,56,2,0,0,0,0,28,2,0,3,1,1,0,0,2,0,25000,0,2.0
2968,4650,0,25,1,1,0,4,0,28,0,0,3,0,3,0,0,0,0,100000,0,3.0
1137,4148,3,32,0,1,0,3,0,23,1,0,1,0,3,1,0,1,0,25000,0,1.0
2353,46948,0,70,1,0,0,4,0,24,2,0,2,0,3,0,0,0,0,25000,0,1.0
3458,39839,0,32,1,0,0,0,0,9,0,1,3,0,4,2,0,2,0,100000,0,0.0
3477,31547,2,77,1,1,0,2,0,20,1,0,2,0,1,1,0,0,0,100000,0,0.0
1711,32052,1,42,1,1,0,3,0,20,0,0,3,1,4,2,0,2,0,50000,0,3.0
3041,35708,0,29,0,0,0,3,0,11,1,0,1,0,0,1,0,0,0,25000,0,1.0
453,24942,2,63,2,1,0,0,0,20,0,1,3,1,2,0,0,3,0,100000,0,2.0
913,48744,1,41,2,0,0,1,0,2,0,0,2,0,2,0,0,3,0,100000,0,1.0
2562,29765,0,35,0,1,0,2,0,3,0,0,1,1,3,2,0,3,0,25000,0,2.0
1199,40364,1,59,2,1,0,0,0,5,2,1,1,0,2,2,0,2,0,25000,0,2.0
1274,37883,1,67,2,0,0,4,0,11,0,1,3,0,2,2,0,0,0,25000,0,3.0
37,14539,1,56,0,1,0,2,0,24,1,0,1,1,4,2,0,1,0,25000,0,0.0
974,48184,0,59,0,1,0,1,0,9,1,1,4,0,4,2,0,1,0,100000,0,0.0
983,38598,0,53,0,1,0,1,0,2,2,0,3,0,0,2,0,0,0,100000,0,3.0
2462,42363,2,23,1,0,0,1,0,11,1,0,1,0,2,2,0,0,0,50000,0,1.0
1418,47020,1,37,0,0,0,3,0,20,2,0,3,0,1,0,0,3,0,25000,0,1.0
1560,30461,3,60,1,1,0,0,0,8,2,0,2,1,1,2,0,1,0,50000,0,2.0
39,19615,3,47,2,1,0,3,0,24,2,0,1,0,4,2,0,3,0,100000,0,2.0
1486,12408,3,28,1,0,0,4,0,8,1,0,4,0,0,0,0,2,0,50000,0,2.0
3155,38604,3,54,0,1,0,3,0,11,2,1,2,0,3,1,0,3,0,25000,0,1.0
169,13784,0,21,0,0,0,1,0,14,1,1,1,0,1,2,0,0,0,50000,0,1.0
1355,2208,2,23,0,0,0,3,0,29,1,0,3,0,4,1,0,0,0,25000,0,2.0
3578,20432,1,72,2,1,0,1,0,9,0,0,3,0,1,2,0,3,0,100000,0,3.0
3306,47031,3,40,2,1,0,4,0,19,2,0,2,0,1,2,0,2,0,100000,0,3.0
